last_name,first_name,party,state,chamber,congress_status,owner,filing_year,link,triggered_terms,matched_asset_names
Vindman,Eugene Simon,D,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074947.pdf,,
Wagner,Ann,R,MO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075727.pdf,,
Walberg,Tim,R,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076315.pdf,,
Walkinshaw,James R.,D,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075460.pdf,,
Warner,Mark R.,D,VA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/2140b571-f1a6-4ace-af24-4be351a1a5bf/,,
Warnock,Raphael G.,D,GA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/8feb7643-0640-4e2f-b985-3d0a6d7e6433/,,
Warren,Elizabeth,D,MA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/5ba78cce-ea42-4909-93e4-d6c2585ffb26/,,
Wasserman Schultz,Debbie,D,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081126.pdf,,
Waters,Maxine,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076919.pdf,,
Weber,Randy K. Sr.,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076968.pdf,,
Webster,Daniel,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076872.pdf,,
Welch,Peter,D,VT,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/8b99ebb2-80fa-402a-b4cf-db7ec88b333b/,,
Wenstrup,Brad R.,R,OH,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059617.pdf,,
Westerman,Bruce,R,AR,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075479.pdf,,
Wexton,Jennifer,D,VA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061314.pdf,,
Whitehouse,Sheldon,D,RI,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/6c73943b-bc2e-46d8-8a6b-2e77768a24c8/,,
Whitesides,George,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116304.pdf,,
Wicker,Roger F.,R,MS,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/1840537e-8d5f-4d36-b33d-1b79bfd4a1ad/,,
Wied,Tony,R,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076758.pdf,,
Wild,Susan,D,PA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060924.pdf,,
Williams,Brandon,R,NY,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061243.pdf,,
Williams,Nikema,D,GA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078096.pdf,,
Williams,Roger,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076385.pdf,,
Wilson,Frederica S.,D,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077391.pdf,,
Wilson,Joe,R,SC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075469.pdf,,
Wittman,Robert J.,R,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077609.pdf,,
Womack,Steve,R,AR,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076686.pdf,,
Wyden,Ron,D,OR,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/d7b3bb0a-8741-4b66-9a0c-73be372bc8b3/,,
Yakym,Rudy,R,IN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075193.pdf,,
Young,Todd,R,IN,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/9bbf2f7c-29b1-40a3-9731-81d7ccc10da9/,,
Zinke,Ryan K.,R,MT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076292.pdf,,
